Move,Depth,Value,Alpha,Beta
F10,1,5016,-49505,5016
J7,2,-Infinity,-49505,5016
D8,3,-29,-49505,5016
J7,2,-29,-29,5016
D9,3,-38,-29,5016
J7,2,-29,-29,5016
D10,3,-34,-29,5016
J7,2,-29,-29,5016
E8,3,-34,-29,5016
J7,2,-29,-29,5016
E10,3,966,-29,5016
J7,2,966,966,5016
E11,3,-38,966,5016
J7,2,966,966,5016
F7,3,461,966,5016
J7,2,966,966,5016
F8,3,-34,966,5016
J7,2,966,966,5016
F11,3,-32,966,5016
J7,2,966,966,5016
F12,3,-34,966,5016
J7,2,966,966,5016
F13,3,-38,966,5016
J7,2,966,966,5016
G7,3,11,966,5016
J7,2,966,966,5016
G13,3,-38,966,5016
J7,2,966,966,5016
H5,3,461,966,5016
J7,2,966,966,5016
H6,3,11,966,5016
J7,2,966,966,5016
H7,3,-36,966,5016
J7,2,966,966,5016
H12,3,-34,966,5016
J7,2,966,966,5016
H13,3,-34,966,5016
J7,2,966,966,5016
I5,3,-39,966,5016
J7,2,966,966,5016
I11,3,-38,966,5016
J7,2,966,966,5016
I12,3,-39,966,5016
J7,2,966,966,5016
J5,3,-39,966,5016
J7,2,966,966,5016
J6,3,-24,966,5016
J7,2,966,966,5016
J10,3,11,966,5016
J7,2,966,966,5016
J11,3,461,966,5016
J7,2,966,966,5016
K5,3,-39,966,5016
J7,2,966,966,5016
K6,3,-38,966,5016
J7,2,966,966,5016
K9,3,11,966,5016
J7,2,966,966,5016
K10,3,-39,966,5016
J7,2,966,966,5016
L5,3,-39,966,5016
J7,2,966,966,5016
L7,3,9962,966,5016
J7,2,9962,966,5016
F10,1,5016,-49505,5016
J10,2,-Infinity,-49505,5016
D8,3,19,-49505,5016
J10,2,19,19,5016
D9,3,10,19,5016
J10,2,19,19,5016
D10,3,14,19,5016
J10,2,19,19,5016
E8,3,14,19,5016
J10,2,19,19,5016
E10,3,1014,19,5016
J10,2,1014,1014,5016
E11,3,10,1014,5016
J10,2,1014,1014,5016
F7,3,509,1014,5016
J10,2,1014,1014,5016
F8,3,14,1014,5016
J10,2,1014,1014,5016
F11,3,16,1014,5016
J10,2,1014,1014,5016
F12,3,14,1014,5016
J10,2,1014,1014,5016
F13,3,10,1014,5016
J10,2,1014,1014,5016
G7,3,19,1014,5016
J10,2,1014,1014,5016
G13,3,10,1014,5016
J10,2,1014,1014,5016
H5,3,9,1014,5016
J10,2,1014,1014,5016
H6,3,59,1014,5016
J10,2,1014,1014,5016
H7,3,16,1014,5016
J10,2,1014,1014,5016
H12,3,14,1014,5016
J10,2,1014,1014,5016
H13,3,14,1014,5016
J10,2,1014,1014,5016
I5,3,9,1014,5016
J10,2,1014,1014,5016
I11,3,10,1014,5016
J10,2,1014,1014,5016
I12,3,9,1014,5016
J10,2,1014,1014,5016
J5,3,9,1014,5016
J10,2,1014,1014,5016
J6,3,24,1014,5016
J10,2,1014,1014,5016
J7,3,61,1014,5016
J10,2,1014,1014,5016
J11,3,509,1014,5016
J10,2,1014,1014,5016
K5,3,9,1014,5016
J10,2,1014,1014,5016
K6,3,10,1014,5016
J10,2,1014,1014,5016
K9,3,59,1014,5016
J10,2,1014,1014,5016
K10,3,9,1014,5016
J10,2,1014,1014,5016
K11,3,9,1014,5016
J10,2,1014,1014,5016
L5,3,9,1014,5016
J10,2,1014,1014,5016
L7,3,10014,1014,5016
J10,2,10014,1014,5016
F10,1,5016,-49505,5016
J11,2,-Infinity,-49505,5016
D8,3,-4979,-49505,5016
J11,2,-4979,-4979,5016
D9,3,-4988,-4979,5016
J11,2,-4979,-4979,5016
D10,3,-4984,-4979,5016
J11,2,-4979,-4979,5016
E8,3,-4984,-4979,5016
J11,2,-4979,-4979,5016
E10,3,-3984,-4979,5016
J11,2,-3984,-3984,5016
E11,3,-4988,-3984,5016
J11,2,-3984,-3984,5016
F7,3,-4989,-3984,5016
J11,2,-3984,-3984,5016
F8,3,-4984,-3984,5016
J11,2,-3984,-3984,5016
F11,3,-4982,-3984,5016
J11,2,-3984,-3984,5016
F12,3,-4984,-3984,5016
J11,2,-3984,-3984,5016
F13,3,-4988,-3984,5016
J11,2,-3984,-3984,5016
G7,3,-4939,-3984,5016
J11,2,-3984,-3984,5016
G13,3,-4988,-3984,5016
J11,2,-3984,-3984,5016
H5,3,-4989,-3984,5016
J11,2,-3984,-3984,5016
H6,3,-4939,-3984,5016
J11,2,-3984,-3984,5016
H7,3,-4982,-3984,5016
J11,2,-3984,-3984,5016
H12,3,-4984,-3984,5016
J11,2,-3984,-3984,5016
H13,3,-4984,-3984,5016
J11,2,-3984,-3984,5016
I5,3,-4989,-3984,5016
J11,2,-3984,-3984,5016
I11,3,-4988,-3984,5016
J11,2,-3984,-3984,5016
I12,3,-4989,-3984,5016
J11,2,-3984,-3984,5016
J5,3,-4989,-3984,5016
J11,2,-3984,-3984,5016
J6,3,-4974,-3984,5016
J11,2,-3984,-3984,5016
J7,3,-4937,-3984,5016
J11,2,-3984,-3984,5016
J10,3,-4939,-3984,5016
J11,2,-3984,-3984,5016
J12,3,-4989,-3984,5016
J11,2,-3984,-3984,5016
K5,3,-4989,-3984,5016
J11,2,-3984,-3984,5016
K6,3,-4988,-3984,5016
J11,2,-3984,-3984,5016
K9,3,-4939,-3984,5016
J11,2,-3984,-3984,5016
K10,3,-4989,-3984,5016
J11,2,-3984,-3984,5016
K11,3,-4989,-3984,5016
J11,2,-3984,-3984,5016
K12,3,-4989,-3984,5016
J11,2,-3984,-3984,5016
L5,3,-4989,-3984,5016
J11,2,-3984,-3984,5016
L7,3,5016,-3984,5016
J11,2,5016,-3984,5016
F10,1,5016,-49505,5016
K5,2,-Infinity,-49505,5016
D8,3,16,-49505,5016
K5,2,16,16,5016
D9,3,7,16,5016
K5,2,16,16,5016
D10,3,11,16,5016
K5,2,16,16,5016
E8,3,11,16,5016
K5,2,16,16,5016
E10,3,1011,16,5016
K5,2,1011,1011,5016
E11,3,7,1011,5016
K5,2,1011,1011,5016
F7,3,506,1011,5016
K5,2,1011,1011,5016
F8,3,11,1011,5016
K5,2,1011,1011,5016
F11,3,13,1011,5016
K5,2,1011,1011,5016
F12,3,11,1011,5016
K5,2,1011,1011,5016
F13,3,7,1011,5016
K5,2,1011,1011,5016
G7,3,56,1011,5016
K5,2,1011,1011,5016
G13,3,7,1011,5016
K5,2,1011,1011,5016
H5,3,6,1011,5016
K5,2,1011,1011,5016
H6,3,56,1011,5016
K5,2,1011,1011,5016
H7,3,13,1011,5016
K5,2,1011,1011,5016
H12,3,11,1011,5016
K5,2,1011,1011,5016
H13,3,11,1011,5016
K5,2,1011,1011,5016
I5,3,6,1011,5016
K5,2,1011,1011,5016
I11,3,7,1011,5016
K5,2,1011,1011,5016
I12,3,6,1011,5016
K5,2,1011,1011,5016
J4,3,6,1011,5016
K5,2,1011,1011,5016
J5,3,6,1011,5016
K5,2,1011,1011,5016
J6,3,11,1011,5016
K5,2,1011,1011,5016
J7,3,58,1011,5016
K5,2,1011,1011,5016
J10,3,56,1011,5016
K5,2,1011,1011,5016
J11,3,506,1011,5016
K5,2,1011,1011,5016
K4,3,6,1011,5016
K5,2,1011,1011,5016
K6,3,6,1011,5016
K5,2,1011,1011,5016
K9,3,56,1011,5016
K5,2,1011,1011,5016
K10,3,6,1011,5016
K5,2,1011,1011,5016
L4,3,6,1011,5016
K5,2,1011,1011,5016
L5,3,6,1011,5016
K5,2,1011,1011,5016
L7,3,10011,1011,5016
K5,2,10011,1011,5016
F10,1,5016,-49505,5016
K6,2,-Infinity,-49505,5016
D8,3,16,-49505,5016
K6,2,16,16,5016
D9,3,7,16,5016
K6,2,16,16,5016
D10,3,11,16,5016
K6,2,16,16,5016
E8,3,11,16,5016
K6,2,16,16,5016
E10,3,1011,16,5016
K6,2,1011,1011,5016
E11,3,7,1011,5016
K6,2,1011,1011,5016
F7,3,506,1011,5016
K6,2,1011,1011,5016
F8,3,11,1011,5016
K6,2,1011,1011,5016
F11,3,13,1011,5016
K6,2,1011,1011,5016
F12,3,11,1011,5016
K6,2,1011,1011,5016
F13,3,7,1011,5016
K6,2,1011,1011,5016
G7,3,56,1011,5016
K6,2,1011,1011,5016
G13,3,7,1011,5016
K6,2,1011,1011,5016
H5,3,6,1011,5016
K6,2,1011,1011,5016
H6,3,56,1011,5016
K6,2,1011,1011,5016
H7,3,13,1011,5016
K6,2,1011,1011,5016
H12,3,11,1011,5016
K6,2,1011,1011,5016
H13,3,11,1011,5016
K6,2,1011,1011,5016
I5,3,6,1011,5016
K6,2,1011,1011,5016
I11,3,7,1011,5016
K6,2,1011,1011,5016
I12,3,6,1011,5016
K6,2,1011,1011,5016
J5,3,6,1011,5016
K6,2,1011,1011,5016
J6,3,21,1011,5016
K6,2,1011,1011,5016
J7,3,57,1011,5016
K6,2,1011,1011,5016
J10,3,56,1011,5016
K6,2,1011,1011,5016
J11,3,506,1011,5016
K6,2,1011,1011,5016
K5,3,6,1011,5016
K6,2,1011,1011,5016
K9,3,56,1011,5016
K6,2,1011,1011,5016
K10,3,6,1011,5016
K6,2,1011,1011,5016
L5,3,6,1011,5016
K6,2,1011,1011,5016
L7,3,10011,1011,5016
K6,2,10011,1011,5016
F10,1,5016,-49505,5016
K9,2,-Infinity,-49505,5016
D8,3,19,-49505,5016
K9,2,19,19,5016
D9,3,10,19,5016
K9,2,19,19,5016
D10,3,14,19,5016
K9,2,19,19,5016
E8,3,14,19,5016
K9,2,19,19,5016
E10,3,1014,19,5016
K9,2,1014,1014,5016
E11,3,10,1014,5016
K9,2,1014,1014,5016
F7,3,509,1014,5016
K9,2,1014,1014,5016
F8,3,14,1014,5016
K9,2,1014,1014,5016
F11,3,16,1014,5016
K9,2,1014,1014,5016
F12,3,14,1014,5016
K9,2,1014,1014,5016
F13,3,10,1014,5016
K9,2,1014,1014,5016
G7,3,59,1014,5016
K9,2,1014,1014,5016
G13,3,10,1014,5016
K9,2,1014,1014,5016
H5,3,9,1014,5016
K9,2,1014,1014,5016
H6,3,19,1014,5016
K9,2,1014,1014,5016
H7,3,16,1014,5016
K9,2,1014,1014,5016
H12,3,14,1014,5016
K9,2,1014,1014,5016
H13,3,14,1014,5016
K9,2,1014,1014,5016
I5,3,9,1014,5016
K9,2,1014,1014,5016
I11,3,10,1014,5016
K9,2,1014,1014,5016
I12,3,9,1014,5016
K9,2,1014,1014,5016
J5,3,9,1014,5016
K9,2,1014,1014,5016
J6,3,24,1014,5016
K9,2,1014,1014,5016
J7,3,61,1014,5016
K9,2,1014,1014,5016
J10,3,59,1014,5016
K9,2,1014,1014,5016
J11,3,509,1014,5016
K9,2,1014,1014,5016
K5,3,9,1014,5016
K9,2,1014,1014,5016
K6,3,10,1014,5016
K9,2,1014,1014,5016
K10,3,9,1014,5016
K9,2,1014,1014,5016
L5,3,9,1014,5016
K9,2,1014,1014,5016
L7,3,10014,1014,5016
K9,2,10014,1014,5016
F10,1,5016,-49505,5016
K10,2,-Infinity,-49505,5016
D8,3,20,-49505,5016
K10,2,20,20,5016
D9,3,11,20,5016
K10,2,20,20,5016
D10,3,15,20,5016
K10,2,20,20,5016
E8,3,15,20,5016
K10,2,20,20,5016
E10,3,1015,20,5016
K10,2,1015,1015,5016
E11,3,11,1015,5016
K10,2,1015,1015,5016
F7,3,510,1015,5016
K10,2,1015,1015,5016
F8,3,15,1015,5016
K10,2,1015,1015,5016
F11,3,17,1015,5016
K10,2,1015,1015,5016
F12,3,15,1015,5016
K10,2,1015,1015,5016
F13,3,11,1015,5016
K10,2,1015,1015,5016
G7,3,60,1015,5016
K10,2,1015,1015,5016
G13,3,11,1015,5016
K10,2,1015,1015,5016
H5,3,10,1015,5016
K10,2,1015,1015,5016
H6,3,60,1015,5016
K10,2,1015,1015,5016
H7,3,17,1015,5016
K10,2,1015,1015,5016
H12,3,15,1015,5016
K10,2,1015,1015,5016
H13,3,15,1015,5016
K10,2,1015,1015,5016
I5,3,10,1015,5016
K10,2,1015,1015,5016
I11,3,11,1015,5016
K10,2,1015,1015,5016
I12,3,10,1015,5016
K10,2,1015,1015,5016
J5,3,10,1015,5016
K10,2,1015,1015,5016
J6,3,25,1015,5016
K10,2,1015,1015,5016
J7,3,62,1015,5016
K10,2,1015,1015,5016
J10,3,60,1015,5016
K10,2,1015,1015,5016
J11,3,510,1015,5016
K10,2,1015,1015,5016
K5,3,10,1015,5016
K10,2,1015,1015,5016
K6,3,11,1015,5016
K10,2,1015,1015,5016
K9,3,60,1015,5016
K10,2,1015,1015,5016
K11,3,10,1015,5016
K10,2,1015,1015,5016
L5,3,10,1015,5016
K10,2,1015,1015,5016
L7,3,10015,1015,5016
K10,2,10015,1015,5016
F10,1,5016,-49505,5016
L5,2,-Infinity,-49505,5016
D8,3,16,-49505,5016
L5,2,16,16,5016
D9,3,7,16,5016
L5,2,16,16,5016
D10,3,11,16,5016
L5,2,16,16,5016
E8,3,11,16,5016
L5,2,16,16,5016
E10,3,1011,16,5016
L5,2,1011,1011,5016
E11,3,7,1011,5016
L5,2,1011,1011,5016
F7,3,506,1011,5016
L5,2,1011,1011,5016
F8,3,11,1011,5016
L5,2,1011,1011,5016
F11,3,13,1011,5016
L5,2,1011,1011,5016
F12,3,11,1011,5016
L5,2,1011,1011,5016
F13,3,7,1011,5016
L5,2,1011,1011,5016
G7,3,56,1011,5016
L5,2,1011,1011,5016
G13,3,7,1011,5016
L5,2,1011,1011,5016
H5,3,6,1011,5016
L5,2,1011,1011,5016
H6,3,56,1011,5016
L5,2,1011,1011,5016
H7,3,13,1011,5016
L5,2,1011,1011,5016
H12,3,11,1011,5016
L5,2,1011,1011,5016
H13,3,11,1011,5016
L5,2,1011,1011,5016
I5,3,6,1011,5016
L5,2,1011,1011,5016
I11,3,7,1011,5016
L5,2,1011,1011,5016
I12,3,6,1011,5016
L5,2,1011,1011,5016
J5,3,6,1011,5016
L5,2,1011,1011,5016
J6,3,21,1011,5016
L5,2,1011,1011,5016
J7,3,58,1011,5016
L5,2,1011,1011,5016
J10,3,56,1011,5016
L5,2,1011,1011,5016
J11,3,506,1011,5016
L5,2,1011,1011,5016
K4,3,6,1011,5016
L5,2,1011,1011,5016
K5,3,6,1011,5016
L5,2,1011,1011,5016
K6,3,7,1011,5016
L5,2,1011,1011,5016
K9,3,56,1011,5016
L5,2,1011,1011,5016
K10,3,6,1011,5016
L5,2,1011,1011,5016
L4,3,6,1011,5016
L5,2,1011,1011,5016
L7,3,10011,1011,5016
L5,2,10011,1011,5016
F10,1,5016,-49505,5016
L7,2,-49994,-49505,5016
F10,1,-49994,-49505,5016
root,0,-49505,-49505,Infinity
F11,1,Infinity,-49505,Infinity
D8,2,-Infinity,-49505,Infinity
C7,3,6,-49505,Infinity
D8,2,6,6,Infinity
C8,3,6,6,Infinity
D8,2,6,6,Infinity
C9,3,6,6,Infinity
D8,2,6,6,Infinity
D7,3,6,6,Infinity
D8,2,6,6,Infinity
D9,3,7,6,Infinity
D8,2,7,7,Infinity
D10,3,11,7,Infinity
D8,2,11,11,Infinity
E7,3,6,11,Infinity
D8,2,11,11,Infinity
E8,3,11,11,Infinity
D8,2,11,11,Infinity
E10,3,61,11,Infinity
D8,2,61,61,Infinity
E11,3,7,61,Infinity
D8,2,61,61,Infinity
E12,3,16,61,Infinity
D8,2,61,61,Infinity
F7,3,506,61,Infinity
D8,2,506,506,Infinity
F8,3,11,506,Infinity
D8,2,506,506,Infinity
F10,3,17,506,Infinity
D8,2,506,506,Infinity
F12,3,16,506,Infinity
D8,2,506,506,Infinity
F13,3,7,506,Infinity
D8,2,506,506,Infinity
G7,3,56,506,Infinity
D8,2,506,506,Infinity
G13,3,7,506,Infinity
D8,2,506,506,Infinity
H5,3,6,506,Infinity
D8,2,506,506,Infinity
H6,3,56,506,Infinity
D8,2,506,506,Infinity
H7,3,13,506,Infinity
D8,2,506,506,Infinity
H12,3,11,506,Infinity
D8,2,506,506,Infinity
H13,3,56,506,Infinity
D8,2,506,506,Infinity
I5,3,6,506,Infinity
D8,2,506,506,Infinity
I11,3,7,506,Infinity
D8,2,506,506,Infinity
I12,3,6,506,Infinity
D8,2,506,506,Infinity
J5,3,6,506,Infinity
D8,2,506,506,Infinity
J6,3,21,506,Infinity
D8,2,506,506,Infinity
J7,3,58,506,Infinity
D8,2,506,506,Infinity
J10,3,56,506,Infinity
D8,2,506,506,Infinity
J11,3,506,506,Infinity
D8,2,506,506,Infinity
K5,3,6,506,Infinity
D8,2,506,506,Infinity
K6,3,7,506,Infinity
D8,2,506,506,Infinity
K9,3,56,506,Infinity
D8,2,506,506,Infinity
K10,3,6,506,Infinity
D8,2,506,506,Infinity
L5,3,6,506,Infinity
D8,2,506,506,Infinity
L7,3,10011,506,Infinity
D8,2,10011,10011,Infinity
L8,3,11,10011,Infinity
D8,2,10011,10011,Infinity
L9,3,6,10011,Infinity
D8,2,10011,10011,Infinity
M5,3,6,10011,Infinity
D8,2,10011,10011,Infinity
M6,3,6,10011,Infinity
D8,2,10011,10011,Infinity
M7,3,6,10011,Infinity
D8,2,10011,10011,Infinity
F11,1,10011,-49505,10011
D9,2,-Infinity,-49505,10011
C8,3,6,-49505,10011
D9,2,6,6,10011
C9,3,6,6,10011
D9,2,6,6,10011
C10,3,6,6,10011
D9,2,6,6,10011
D8,3,11,6,10011
D9,2,11,11,10011
D10,3,11,11,10011
D9,2,11,11,10011
E8,3,11,11,10011
D9,2,11,11,10011
E10,3,21,11,10011
D9,2,21,21,10011
E11,3,7,21,10011
D9,2,21,21,10011
E12,3,16,21,10011
D9,2,21,21,10011
F7,3,506,21,10011
D9,2,506,506,10011
F8,3,11,506,10011
D9,2,506,506,10011
F10,3,18,506,10011
D9,2,506,506,10011
F12,3,16,506,10011
D9,2,506,506,10011
F13,3,7,506,10011
D9,2,506,506,10011
G7,3,56,506,10011
D9,2,506,506,10011
G13,3,7,506,10011
D9,2,506,506,10011
H5,3,6,506,10011
D9,2,506,506,10011
H6,3,56,506,10011
D9,2,506,506,10011
H7,3,13,506,10011
D9,2,506,506,10011
H12,3,11,506,10011
D9,2,506,506,10011
H13,3,56,506,10011
D9,2,506,506,10011
I5,3,6,506,10011
D9,2,506,506,10011
I11,3,7,506,10011
D9,2,506,506,10011
I12,3,6,506,10011
D9,2,506,506,10011
J5,3,6,506,10011
D9,2,506,506,10011
J6,3,21,506,10011
D9,2,506,506,10011
J7,3,58,506,10011
D9,2,506,506,10011
J10,3,56,506,10011
D9,2,506,506,10011
J11,3,506,506,10011
D9,2,506,506,10011
K5,3,6,506,10011
D9,2,506,506,10011
K6,3,7,506,10011
D9,2,506,506,10011
K9,3,56,506,10011
D9,2,506,506,10011
K10,3,6,506,10011
D9,2,506,506,10011
L5,3,6,506,10011
D9,2,506,506,10011
L7,3,10011,506,10011
D9,2,10011,506,10011
F11,1,10011,-49505,10011
D10,2,-Infinity,-49505,10011
C9,3,6,-49505,10011
D10,2,6,6,10011
C10,3,6,6,10011
D10,2,6,6,10011
C11,3,6,6,10011
D10,2,6,6,10011
D8,3,11,6,10011
D10,2,11,11,10011
D9,3,7,11,10011
D10,2,11,11,10011
D11,3,6,11,10011
D10,2,11,11,10011
E8,3,11,11,10011
D10,2,11,11,10011
E10,3,61,11,10011
D10,2,61,61,10011
E11,3,7,61,10011
D10,2,61,61,10011
E12,3,16,61,10011
D10,2,61,61,10011
F7,3,506,61,10011
D10,2,506,506,10011
F8,3,7,506,10011
D10,2,506,506,10011
F10,3,18,506,10011
D10,2,506,506,10011
F12,3,16,506,10011
D10,2,506,506,10011
F13,3,7,506,10011
D10,2,506,506,10011
G7,3,56,506,10011
D10,2,506,506,10011
G13,3,7,506,10011
D10,2,506,506,10011
H5,3,6,506,10011
D10,2,506,506,10011
H6,3,56,506,10011
D10,2,506,506,10011
H7,3,13,506,10011
D10,2,506,506,10011
H12,3,11,506,10011
D10,2,506,506,10011
H13,3,56,506,10011
D10,2,506,506,10011
I5,3,6,506,10011
D10,2,506,506,10011
I11,3,7,506,10011
D10,2,506,506,10011
I12,3,6,506,10011
D10,2,506,506,10011
J5,3,6,506,10011
D10,2,506,506,10011
J6,3,21,506,10011
D10,2,506,506,10011
J7,3,58,506,10011
D10,2,506,506,10011
J10,3,56,506,10011
D10,2,506,506,10011
J11,3,506,506,10011
D10,2,506,506,10011
K5,3,6,506,10011
D10,2,506,506,10011
K6,3,7,506,10011
D10,2,506,506,10011
K9,3,56,506,10011
D10,2,506,506,10011
K10,3,6,506,10011
D10,2,506,506,10011
L5,3,6,506,10011
D10,2,506,506,10011
L7,3,10011,506,10011
D10,2,10011,506,10011
F11,1,10011,-49505,10011
E8,2,-Infinity,-49505,10011
D7,3,5,-49505,10011
E8,2,5,5,10011
D8,3,10,5,10011
E8,2,10,10,10011
D9,3,6,10,10011
E8,2,10,10,10011
D10,3,10,10,10011
E8,2,10,10,10011
E7,3,5,10,10011
E8,2,10,10,10011
E10,3,56,10,10011
E8,2,56,56,10011
E11,3,6,56,10011
E8,2,56,56,10011
E12,3,15,56,10011
E8,2,56,56,10011
F7,3,505,56,10011
E8,2,505,505,10011
F8,3,10,505,10011
E8,2,505,505,10011
F10,3,17,505,10011
E8,2,505,505,10011
F12,3,15,505,10011
E8,2,505,505,10011
F13,3,6,505,10011
E8,2,505,505,10011
G7,3,55,505,10011
E8,2,505,505,10011
G13,3,6,505,10011
E8,2,505,505,10011
H5,3,5,505,10011
E8,2,505,505,10011
H6,3,55,505,10011
E8,2,505,505,10011
H7,3,12,505,10011
E8,2,505,505,10011
H12,3,10,505,10011
E8,2,505,505,10011
H13,3,55,505,10011
E8,2,505,505,10011
I5,3,5,505,10011
E8,2,505,505,10011
I11,3,6,505,10011
E8,2,505,505,10011
I12,3,5,505,10011
E8,2,505,505,10011
J5,3,5,505,10011
E8,2,505,505,10011
J6,3,20,505,10011
E8,2,505,505,10011
J7,3,57,505,10011
E8,2,505,505,10011
J10,3,55,505,10011
E8,2,505,505,10011
J11,3,505,505,10011
E8,2,505,505,10011
K5,3,5,505,10011
E8,2,505,505,10011
K6,3,6,505,10011
E8,2,505,505,10011
K9,3,55,505,10011
E8,2,505,505,10011
K10,3,5,505,10011
E8,2,505,505,10011
L5,3,5,505,10011
E8,2,505,505,10011
L7,3,10010,505,10011
E8,2,10010,10010,10011
L8,3,10,10010,10011
E8,2,10010,10010,10011
L9,3,5,10010,10011
E8,2,10010,10010,10011
M5,3,5,10010,10011
E8,2,10010,10010,10011
M6,3,5,10010,10011
E8,2,10010,10010,10011
M7,3,5,10010,10011
E8,2,10010,10010,10011
F11,1,10010,-49505,10010
E10,2,-Infinity,-49505,10010
D8,3,-39,-49505,10010
E10,2,-39,-39,10010
D9,3,-43,-39,10010
E10,2,-39,-39,10010
D10,3,-39,-39,10010
E10,2,-39,-39,10010
D11,3,456,-39,10010
E10,2,456,456,10010
E8,3,-43,456,10010
E10,2,456,456,10010
E11,3,-43,456,10010
E10,2,456,456,10010
E12,3,-34,456,10010
E10,2,456,456,10010
F7,3,456,456,10010
E10,2,456,456,10010
F8,3,-39,456,10010
E10,2,456,456,10010
F10,3,-42,456,10010
E10,2,456,456,10010
F12,3,-34,456,10010
E10,2,456,456,10010
F13,3,-43,456,10010
E10,2,456,456,10010
G7,3,6,456,10010
E10,2,456,456,10010
G13,3,-43,456,10010
E10,2,456,456,10010
H5,3,-44,456,10010
E10,2,456,456,10010
H6,3,6,456,10010
E10,2,456,456,10010
H7,3,463,456,10010
E10,2,463,463,10010
H12,3,-39,463,10010
E10,2,463,463,10010
H13,3,-34,463,10010
E10,2,463,463,10010
I5,3,-44,463,10010
E10,2,463,463,10010
I11,3,-43,463,10010
E10,2,463,463,10010
I12,3,-44,463,10010
E10,2,463,463,10010
J5,3,-44,463,10010
E10,2,463,463,10010
J6,3,-29,463,10010
E10,2,463,463,10010
J7,3,8,463,10010
E10,2,463,463,10010
J10,3,6,463,10010
E10,2,463,463,10010
J11,3,456,463,10010
E10,2,463,463,10010
K5,3,-44,463,10010
E10,2,463,463,10010
K6,3,-43,463,10010
E10,2,463,463,10010
K9,3,6,463,10010
E10,2,463,463,10010
K10,3,-44,463,10010
E10,2,463,463,10010
L5,3,-44,463,10010
E10,2,463,463,10010
L7,3,9961,463,10010
E10,2,9961,9961,10010
L8,3,-39,9961,10010
E10,2,9961,9961,10010
L9,3,-44,9961,10010
E10,2,9961,9961,10010
M5,3,-44,9961,10010
E10,2,9961,9961,10010
M6,3,-44,9961,10010
E10,2,9961,9961,10010
M7,3,-44,9961,10010
E10,2,9961,9961,10010
F11,1,9961,-49505,9961
E11,2,-Infinity,-49505,9961
D8,3,11,-49505,9961
E11,2,11,11,9961
D9,3,7,11,9961
E11,2,11,11,9961
D10,3,11,11,9961
E11,2,11,11,9961
D11,3,6,11,9961
E11,2,11,11,9961
D12,3,6,11,9961
E11,2,11,11,9961
E8,3,11,11,9961
E11,2,11,11,9961
E10,3,57,11,9961
E11,2,57,57,9961
E12,3,16,57,9961
E11,2,57,57,9961
F7,3,506,57,9961
E11,2,506,506,9961
F8,3,11,506,9961
E11,2,506,506,9961
F10,3,18,506,9961
E11,2,506,506,9961
F12,3,16,506,9961
E11,2,506,506,9961
F13,3,7,506,9961
E11,2,506,506,9961
G7,3,56,506,9961
E11,2,506,506,9961
G13,3,7,506,9961
E11,2,506,506,9961
H5,3,6,506,9961
E11,2,506,506,9961
H6,3,56,506,9961
E11,2,506,506,9961
H7,3,13,506,9961
E11,2,506,506,9961
H12,3,11,506,9961
E11,2,506,506,9961
H13,3,56,506,9961
E11,2,506,506,9961
I5,3,6,506,9961
E11,2,506,506,9961
I11,3,7,506,9961
E11,2,506,506,9961
I12,3,6,506,9961
E11,2,506,506,9961
J5,3,6,506,9961
E11,2,506,506,9961
J6,3,21,506,9961
E11,2,506,506,9961
J7,3,58,506,9961
E11,2,506,506,9961
J10,3,56,506,9961
E11,2,506,506,9961
J11,3,506,506,9961
E11,2,506,506,9961
K5,3,6,506,9961
E11,2,506,506,9961
K6,3,7,506,9961
E11,2,506,506,9961
K9,3,56,506,9961
E11,2,506,506,9961
K10,3,6,506,9961
E11,2,506,506,9961
L5,3,6,506,9961
E11,2,506,506,9961
L7,3,10011,506,9961
E11,2,10011,506,9961
F11,1,9961,-49505,9961
E12,2,-Infinity,-49505,9961
D8,3,11,-49505,9961
E12,2,11,11,9961
D9,3,7,11,9961
E12,2,11,11,9961
D10,3,11,11,9961
E12,2,11,11,9961
D11,3,6,11,9961
E12,2,11,11,9961
D12,3,6,11,9961
E12,2,11,11,9961
D13,3,6,11,9961
E12,2,11,11,9961
E8,3,11,11,9961
E12,2,11,11,9961
E10,3,61,11,9961
E12,2,61,61,9961
E11,3,7,61,9961
E12,2,61,61,9961
E13,3,6,61,9961
E12,2,61,61,9961
F7,3,506,61,9961
E12,2,506,506,9961
F8,3,11,506,9961
E12,2,506,506,9961
F10,3,18,506,9961
E12,2,506,506,9961
F12,3,12,506,9961
E12,2,506,506,9961
F13,3,7,506,9961
E12,2,506,506,9961
G7,3,56,506,9961
E12,2,506,506,9961
G13,3,7,506,9961
E12,2,506,506,9961
H5,3,6,506,9961
E12,2,506,506,9961
H6,3,56,506,9961
E12,2,506,506,9961
H7,3,13,506,9961
E12,2,506,506,9961
H12,3,11,506,9961
E12,2,506,506,9961
H13,3,56,506,9961
E12,2,506,506,9961
I5,3,6,506,9961
E12,2,506,506,9961
I11,3,7,506,9961
E12,2,506,506,9961
I12,3,6,506,9961
E12,2,506,506,9961
J5,3,6,506,9961
E12,2,506,506,9961
J6,3,21,506,9961
E12,2,506,506,9961
J7,3,58,506,9961
E12,2,506,506,9961
J10,3,56,506,9961
E12,2,506,506,9961
J11,3,506,506,9961
E12,2,506,506,9961
K5,3,6,506,9961
