Move,Depth,Value,Alpha,Beta
J6,2,495,495,5005
F8,3,0,495,5005
J6,2,495,495,5005
F10,3,6,495,5005
J6,2,495,495,5005
F11,3,1,495,5005
J6,2,495,495,5005
F12,3,0,495,5005
J6,2,495,495,5005
F13,3,-4,495,5005
J6,2,495,495,5005
G7,3,45,495,5005
J6,2,495,495,5005
G13,3,-4,495,5005
J6,2,495,495,5005
H5,3,-5,495,5005
J6,2,495,495,5005
H6,3,45,495,5005
J6,2,495,495,5005
H7,3,2,495,5005
J6,2,495,495,5005
H12,3,0,495,5005
J6,2,495,495,5005
H13,3,0,495,5005
J6,2,495,495,5005
I5,3,-5,495,5005
J6,2,495,495,5005
I11,3,-4,495,5005
J6,2,495,495,5005
I12,3,-5,495,5005
J6,2,495,495,5005
J4,3,-4,495,5005
J6,2,495,495,5005
J5,3,0,495,5005
J6,2,495,495,5005
J7,3,46,495,5005
J6,2,495,495,5005
J10,3,45,495,5005
J6,2,495,495,5005
J11,3,495,495,5005
J6,2,495,495,5005
K4,3,0,495,5005
J6,2,495,495,5005
K6,3,5,495,5005
J6,2,495,495,5005
K9,3,45,495,5005
J6,2,495,495,5005
K10,3,-5,495,5005
J6,2,495,495,5005
L4,3,-4,495,5005
J6,2,495,495,5005
L5,3,0,495,5005
J6,2,495,495,5005
L7,3,10000,495,5005
J6,2,10000,495,5005
K5,1,5005,-49505,5005
J7,2,-Infinity,-49505,5005
D8,3,-45,-49505,5005
J7,2,-45,-45,5005
D9,3,-49,-45,5005
J7,2,-45,-45,5005
D10,3,-45,-45,5005
J7,2,-45,-45,5005
E8,3,-45,-45,5005
J7,2,-45,-45,5005
E10,3,-45,-45,5005
J7,2,-45,-45,5005
F7,3,450,-45,5005
J7,2,450,450,5005
F8,3,-45,450,5005
J7,2,450,450,5005
F10,3,-39,450,5005
J7,2,450,450,5005
F11,3,-44,450,5005
J7,2,450,450,5005
F12,3,-45,450,5005
J7,2,450,450,5005
F13,3,-49,450,5005
J7,2,450,450,5005
G7,3,0,450,5005
J7,2,450,450,5005
G13,3,-49,450,5005
J7,2,450,450,5005
H5,3,450,450,5005
J7,2,450,450,5005
H6,3,0,450,5005
J7,2,450,450,5005
H7,3,-47,450,5005
J7,2,450,450,5005
H12,3,-45,450,5005
J7,2,450,450,5005
H13,3,-45,450,5005
J7,2,450,450,5005
I5,3,-50,450,5005
J7,2,450,450,5005
I11,3,-49,450,5005
J7,2,450,450,5005
I12,3,-50,450,5005
J7,2,450,450,5005
J4,3,-49,450,5005
J7,2,450,450,5005
J5,3,-45,450,5005
J7,2,450,450,5005
J6,3,955,450,5005
J7,2,955,955,5005
J10,3,0,955,5005
J7,2,955,955,5005
J11,3,450,955,5005
J7,2,955,955,5005
K4,3,-45,955,5005
J7,2,955,955,5005
K6,3,-40,955,5005
J7,2,955,955,5005
K9,3,0,955,5005
J7,2,955,955,5005
K10,3,-50,955,5005
J7,2,955,955,5005
L4,3,-45,955,5005
J7,2,955,955,5005
L5,3,-45,955,5005
J7,2,955,955,5005
L7,3,9951,955,5005
J7,2,9951,955,5005
K5,1,5005,-49505,5005
J10,2,-Infinity,-49505,5005
D8,3,3,-49505,5005
J10,2,3,3,5005
D9,3,-1,3,5005
J10,2,3,3,5005
D10,3,3,3,5005
J10,2,3,3,5005
E8,3,3,3,5005
J10,2,3,3,5005
E10,3,3,3,5005
J10,2,3,3,5005
F7,3,498,3,5005
J10,2,498,498,5005
F8,3,3,498,5005
J10,2,498,498,5005
F10,3,9,498,5005
J10,2,498,498,5005
F11,3,4,498,5005
J10,2,498,498,5005
F12,3,3,498,5005
J10,2,498,498,5005
F13,3,-1,498,5005
J10,2,498,498,5005
G7,3,8,498,5005
J10,2,498,498,5005
G13,3,-1,498,5005
J10,2,498,498,5005
H5,3,-2,498,5005
J10,2,498,498,5005
H6,3,48,498,5005
J10,2,498,498,5005
H7,3,5,498,5005
J10,2,498,498,5005
H12,3,3,498,5005
J10,2,498,498,5005
H13,3,3,498,5005
J10,2,498,498,5005
I5,3,-2,498,5005
J10,2,498,498,5005
I11,3,-1,498,5005
J10,2,498,498,5005
I12,3,-2,498,5005
J10,2,498,498,5005
J4,3,-1,498,5005
J10,2,498,498,5005
J5,3,3,498,5005
J10,2,498,498,5005
J6,3,1003,498,5005
J10,2,1003,1003,5005
J7,3,50,1003,5005
J10,2,1003,1003,5005
J11,3,498,1003,5005
J10,2,1003,1003,5005
K4,3,3,1003,5005
J10,2,1003,1003,5005
K6,3,8,1003,5005
J10,2,1003,1003,5005
K9,3,48,1003,5005
J10,2,1003,1003,5005
K10,3,-2,1003,5005
J10,2,1003,1003,5005
K11,3,-2,1003,5005
J10,2,1003,1003,5005
L4,3,3,1003,5005
J10,2,1003,1003,5005
L5,3,3,1003,5005
J10,2,1003,1003,5005
L7,3,10003,1003,5005
J10,2,10003,1003,5005
K5,1,5005,-49505,5005
J11,2,-Infinity,-49505,5005
D8,3,-4995,-49505,5005
J11,2,-4995,-4995,5005
D9,3,-4999,-4995,5005
J11,2,-4995,-4995,5005
D10,3,-4995,-4995,5005
J11,2,-4995,-4995,5005
E8,3,-4995,-4995,5005
J11,2,-4995,-4995,5005
E10,3,-4995,-4995,5005
J11,2,-4995,-4995,5005
F7,3,-5000,-4995,5005
J11,2,-4995,-4995,5005
F8,3,-4995,-4995,5005
J11,2,-4995,-4995,5005
F10,3,-4989,-4995,5005
J11,2,-4989,-4989,5005
F11,3,-4994,-4989,5005
J11,2,-4989,-4989,5005
F12,3,-4995,-4989,5005
J11,2,-4989,-4989,5005
F13,3,-4999,-4989,5005
J11,2,-4989,-4989,5005
G7,3,-4950,-4989,5005
J11,2,-4950,-4950,5005
G13,3,-4999,-4950,5005
J11,2,-4950,-4950,5005
H5,3,-5000,-4950,5005
J11,2,-4950,-4950,5005
H6,3,-4950,-4950,5005
J11,2,-4950,-4950,5005
H7,3,-4993,-4950,5005
J11,2,-4950,-4950,5005
H12,3,-4995,-4950,5005
J11,2,-4950,-4950,5005
H13,3,-4995,-4950,5005
J11,2,-4950,-4950,5005
I5,3,-5000,-4950,5005
J11,2,-4950,-4950,5005
I11,3,-4999,-4950,5005
J11,2,-4950,-4950,5005
I12,3,-5000,-4950,5005
J11,2,-4950,-4950,5005
J4,3,-4999,-4950,5005
J11,2,-4950,-4950,5005
J5,3,-4995,-4950,5005
J11,2,-4950,-4950,5005
J6,3,-3995,-4950,5005
J11,2,-3995,-3995,5005
J7,3,-4948,-3995,5005
J11,2,-3995,-3995,5005
J10,3,-4950,-3995,5005
J11,2,-3995,-3995,5005
J12,3,-5000,-3995,5005
J11,2,-3995,-3995,5005
K4,3,-4995,-3995,5005
J11,2,-3995,-3995,5005
K6,3,-4990,-3995,5005
J11,2,-3995,-3995,5005
K9,3,-4950,-3995,5005
J11,2,-3995,-3995,5005
K10,3,-5000,-3995,5005
J11,2,-3995,-3995,5005
K11,3,-5000,-3995,5005
J11,2,-3995,-3995,5005
K12,3,-5000,-3995,5005
J11,2,-3995,-3995,5005
L4,3,-4995,-3995,5005
J11,2,-3995,-3995,5005
L5,3,-4995,-3995,5005
J11,2,-3995,-3995,5005
L7,3,5005,-3995,5005
J11,2,5005,-3995,5005
K5,1,5005,-49505,5005
K4,2,-Infinity,-49505,5005
D8,3,5,-49505,5005
K4,2,5,5,5005
D9,3,1,5,5005
K4,2,5,5,5005
D10,3,5,5,5005
K4,2,5,5,5005
E8,3,5,5,5005
K4,2,5,5,5005
E10,3,5,5,5005
K4,2,5,5,5005
F7,3,500,5,5005
K4,2,500,500,5005
F8,3,5,500,5005
K4,2,500,500,5005
F10,3,11,500,5005
K4,2,500,500,5005
F11,3,6,500,5005
K4,2,500,500,5005
F12,3,5,500,5005
K4,2,500,500,5005
F13,3,1,500,5005
K4,2,500,500,5005
G7,3,50,500,5005
K4,2,500,500,5005
G13,3,1,500,5005
K4,2,500,500,5005
H5,3,0,500,5005
K4,2,500,500,5005
H6,3,50,500,5005
K4,2,500,500,5005
H7,3,7,500,5005
K4,2,500,500,5005
H12,3,5,500,5005
K4,2,500,500,5005
H13,3,5,500,5005
K4,2,500,500,5005
I5,3,0,500,5005
K4,2,500,500,5005
I11,3,1,500,5005
K4,2,500,500,5005
I12,3,0,500,5005
K4,2,500,500,5005
J3,3,0,500,5005
K4,2,500,500,5005
J4,3,1,500,5005
K4,2,500,500,5005
J5,3,5,500,5005
K4,2,500,500,5005
J6,3,1005,500,5005
K4,2,1005,1005,5005
J7,3,52,1005,5005
K4,2,1005,1005,5005
J10,3,50,1005,5005
K4,2,1005,1005,5005
J11,3,500,1005,5005
K4,2,1005,1005,5005
K3,3,0,1005,5005
K4,2,1005,1005,5005
K6,3,0,1005,5005
K4,2,1005,1005,5005
K9,3,50,1005,5005
K4,2,1005,1005,5005
K10,3,0,1005,5005
K4,2,1005,1005,5005
L3,3,0,1005,5005
K4,2,1005,1005,5005
L4,3,5,1005,5005
K4,2,1005,1005,5005
L5,3,5,1005,5005
K4,2,1005,1005,5005
L7,3,10005,1005,5005
K4,2,10005,1005,5005
K5,1,5005,-49505,5005
K6,2,-Infinity,-49505,5005
D8,3,0,-49505,5005
K6,2,0,0,5005
D9,3,-4,0,5005
K6,2,0,0,5005
D10,3,0,0,5005
K6,2,0,0,5005
E8,3,0,0,5005
K6,2,0,0,5005
E10,3,0,0,5005
K6,2,0,0,5005
F7,3,495,0,5005
K6,2,495,495,5005
F8,3,0,495,5005
K6,2,495,495,5005
F10,3,6,495,5005
K6,2,495,495,5005
F11,3,1,495,5005
K6,2,495,495,5005
F12,3,0,495,5005
K6,2,495,495,5005
F13,3,-4,495,5005
K6,2,495,495,5005
G7,3,45,495,5005
K6,2,495,495,5005
G13,3,-4,495,5005
K6,2,495,495,5005
H5,3,-5,495,5005
K6,2,495,495,5005
H6,3,45,495,5005
K6,2,495,495,5005
H7,3,2,495,5005
K6,2,495,495,5005
H12,3,0,495,5005
K6,2,495,495,5005
H13,3,0,495,5005
K6,2,495,495,5005
I5,3,-5,495,5005
K6,2,495,495,5005
I11,3,-4,495,5005
K6,2,495,495,5005
I12,3,-5,495,5005
K6,2,495,495,5005
J4,3,-4,495,5005
K6,2,495,495,5005
J5,3,0,495,5005
K6,2,495,495,5005
J6,3,1000,495,5005
K6,2,1000,1000,5005
J7,3,46,1000,5005
K6,2,1000,1000,5005
J10,3,45,1000,5005
K6,2,1000,1000,5005
J11,3,495,1000,5005
K6,2,1000,1000,5005
K4,3,-4,1000,5005
K6,2,1000,1000,5005
K9,3,45,1000,5005
K6,2,1000,1000,5005
K10,3,-5,1000,5005
K6,2,1000,1000,5005
L4,3,0,1000,5005
K6,2,1000,1000,5005
L5,3,0,1000,5005
K6,2,1000,1000,5005
L7,3,10000,1000,5005
K6,2,10000,1000,5005
K5,1,5005,-49505,5005
K9,2,-Infinity,-49505,5005
D8,3,3,-49505,5005
K9,2,3,3,5005
D9,3,-1,3,5005
K9,2,3,3,5005
D10,3,3,3,5005
K9,2,3,3,5005
E8,3,3,3,5005
K9,2,3,3,5005
E10,3,3,3,5005
K9,2,3,3,5005
F7,3,498,3,5005
K9,2,498,498,5005
F8,3,3,498,5005
K9,2,498,498,5005
F10,3,9,498,5005
K9,2,498,498,5005
F11,3,4,498,5005
K9,2,498,498,5005
F12,3,3,498,5005
K9,2,498,498,5005
F13,3,-1,498,5005
K9,2,498,498,5005
G7,3,48,498,5005
K9,2,498,498,5005
G13,3,-1,498,5005
K9,2,498,498,5005
H5,3,-2,498,5005
K9,2,498,498,5005
H6,3,8,498,5005
K9,2,498,498,5005
H7,3,5,498,5005
K9,2,498,498,5005
H12,3,3,498,5005
K9,2,498,498,5005
H13,3,3,498,5005
K9,2,498,498,5005
I5,3,-2,498,5005
K9,2,498,498,5005
I11,3,-1,498,5005
K9,2,498,498,5005
I12,3,-2,498,5005
K9,2,498,498,5005
J4,3,-1,498,5005
K9,2,498,498,5005
J5,3,3,498,5005
K9,2,498,498,5005
J6,3,1003,498,5005
K9,2,1003,1003,5005
J7,3,50,1003,5005
K9,2,1003,1003,5005
J10,3,48,1003,5005
K9,2,1003,1003,5005
J11,3,498,1003,5005
K9,2,1003,1003,5005
K4,3,3,1003,5005
K9,2,1003,1003,5005
K6,3,8,1003,5005
K9,2,1003,1003,5005
K10,3,-2,1003,5005
K9,2,1003,1003,5005
L4,3,3,1003,5005
K9,2,1003,1003,5005
L5,3,3,1003,5005
K9,2,1003,1003,5005
L7,3,10003,1003,5005
K9,2,10003,1003,5005
K5,1,5005,-49505,5005
K10,2,-Infinity,-49505,5005
D8,3,4,-49505,5005
K10,2,4,4,5005
D9,3,0,4,5005
K10,2,4,4,5005
D10,3,4,4,5005
K10,2,4,4,5005
E8,3,4,4,5005
K10,2,4,4,5005
E10,3,4,4,5005
K10,2,4,4,5005
F7,3,499,4,5005
K10,2,499,499,5005
F8,3,4,499,5005
K10,2,499,499,5005
F10,3,10,499,5005
K10,2,499,499,5005
F11,3,5,499,5005
K10,2,499,499,5005
F12,3,4,499,5005
K10,2,499,499,5005
F13,3,0,499,5005
K10,2,499,499,5005
G7,3,49,499,5005
K10,2,499,499,5005
G13,3,0,499,5005
K10,2,499,499,5005
H5,3,-1,499,5005
K10,2,499,499,5005
H6,3,49,499,5005
K10,2,499,499,5005
H7,3,6,499,5005
K10,2,499,499,5005
H12,3,4,499,5005
K10,2,499,499,5005
H13,3,4,499,5005
K10,2,499,499,5005
I5,3,-1,499,5005
K10,2,499,499,5005
I11,3,0,499,5005
K10,2,499,499,5005
I12,3,-1,499,5005
K10,2,499,499,5005
J4,3,0,499,5005
K10,2,499,499,5005
J5,3,4,499,5005
K10,2,499,499,5005
J6,3,1004,499,5005
K10,2,1004,1004,5005
J7,3,51,1004,5005
K10,2,1004,1004,5005
J10,3,49,1004,5005
K10,2,1004,1004,5005
J11,3,499,1004,5005
K10,2,1004,1004,5005
K4,3,4,1004,5005
K10,2,1004,1004,5005
K6,3,9,1004,5005
K10,2,1004,1004,5005
K9,3,49,1004,5005
K10,2,1004,1004,5005
K11,3,-1,1004,5005
K10,2,1004,1004,5005
L4,3,4,1004,5005
K10,2,1004,1004,5005
L5,3,4,1004,5005
K10,2,1004,1004,5005
L7,3,10004,1004,5005
K10,2,10004,1004,5005
K5,1,5005,-49505,5005
L4,2,-Infinity,-49505,5005
D8,3,5,-49505,5005
L4,2,5,5,5005
D9,3,1,5,5005
L4,2,5,5,5005
D10,3,5,5,5005
L4,2,5,5,5005
E8,3,5,5,5005
L4,2,5,5,5005
E10,3,5,5,5005
L4,2,5,5,5005
F7,3,500,5,5005
L4,2,500,500,5005
F8,3,5,500,5005
L4,2,500,500,5005
F10,3,11,500,5005
L4,2,500,500,5005
F11,3,6,500,5005
L4,2,500,500,5005
F12,3,5,500,5005
L4,2,500,500,5005
F13,3,1,500,5005
L4,2,500,500,5005
G7,3,50,500,5005
L4,2,500,500,5005
G13,3,1,500,5005
L4,2,500,500,5005
H5,3,0,500,5005
L4,2,500,500,5005
H6,3,50,500,5005
L4,2,500,500,5005
H7,3,7,500,5005
L4,2,500,500,5005
H12,3,5,500,5005
L4,2,500,500,5005
H13,3,5,500,5005
L4,2,500,500,5005
I5,3,0,500,5005
L4,2,500,500,5005
I11,3,1,500,5005
L4,2,500,500,5005
I12,3,0,500,5005
L4,2,500,500,5005
J4,3,1,500,5005
L4,2,500,500,5005
J5,3,5,500,5005
L4,2,500,500,5005
J6,3,5,500,5005
L4,2,500,500,5005
J7,3,52,500,5005
L4,2,500,500,5005
J10,3,50,500,5005
L4,2,500,500,5005
J11,3,500,500,5005
L4,2,500,500,5005
K3,3,0,500,5005
L4,2,500,500,5005
K4,3,5,500,5005
L4,2,500,500,5005
K6,3,10,500,5005
L4,2,500,500,5005
K9,3,50,500,5005
L4,2,500,500,5005
K10,3,0,500,5005
L4,2,500,500,5005
L3,3,0,500,5005
L4,2,500,500,5005
L5,3,5,500,5005
L4,2,500,500,5005
L7,3,10005,500,5005
L4,2,10005,500,5005
K5,1,5005,-49505,5005
L5,2,-Infinity,-49505,5005
D8,3,0,-49505,5005
L5,2,0,0,5005
D9,3,-4,0,5005
L5,2,0,0,5005
D10,3,0,0,5005
L5,2,0,0,5005
E8,3,0,0,5005
L5,2,0,0,5005
E10,3,0,0,5005
L5,2,0,0,5005
F7,3,495,0,5005
L5,2,495,495,5005
F8,3,0,495,5005
L5,2,495,495,5005
F10,3,6,495,5005
L5,2,495,495,5005
F11,3,1,495,5005
L5,2,495,495,5005
F12,3,0,495,5005
L5,2,495,495,5005
F13,3,-4,495,5005
L5,2,495,495,5005
G7,3,45,495,5005
L5,2,495,495,5005
G13,3,-4,495,5005
L5,2,495,495,5005
H5,3,-5,495,5005
L5,2,495,495,5005
H6,3,45,495,5005
L5,2,495,495,5005
H7,3,2,495,5005
L5,2,495,495,5005
H12,3,0,495,5005
L5,2,495,495,5005
H13,3,0,495,5005
L5,2,495,495,5005
I5,3,-5,495,5005
L5,2,495,495,5005
I11,3,-4,495,5005
L5,2,495,495,5005
I12,3,-5,495,5005
L5,2,495,495,5005
J4,3,-4,495,5005
L5,2,495,495,5005
J5,3,-4,495,5005
L5,2,495,495,5005
J6,3,1000,495,5005
L5,2,1000,1000,5005
J7,3,47,1000,5005
L5,2,1000,1000,5005
J10,3,45,1000,5005
L5,2,1000,1000,5005
J11,3,495,1000,5005
L5,2,1000,1000,5005
K4,3,0,1000,5005
L5,2,1000,1000,5005
K6,3,5,1000,5005
L5,2,1000,1000,5005
K9,3,45,1000,5005
L5,2,1000,1000,5005
K10,3,-5,1000,5005
L5,2,1000,1000,5005
L4,3,0,1000,5005
L5,2,1000,1000,5005
L7,3,10000,1000,5005
L5,2,10000,1000,5005
K5,1,5005,-49505,5005
L7,2,-50005,-49505,5005
K5,1,-50005,-49505,5005
root,0,-49505,-49505,Infinity
K6,1,Infinity,-49505,Infinity
D8,2,-Infinity,-49505,Infinity
C7,3,1,-49505,Infinity
D8,2,1,1,Infinity
C8,3,1,1,Infinity
D8,2,1,1,Infinity
C9,3,1,1,Infinity
D8,2,1,1,Infinity
D7,3,1,1,Infinity
D8,2,1,1,Infinity
D9,3,2,1,Infinity
D8,2,2,2,Infinity
D10,3,6,2,Infinity
D8,2,6,6,Infinity
E7,3,1,6,Infinity
D8,2,6,6,Infinity
E8,3,6,6,Infinity
D8,2,6,6,Infinity
E10,3,6,6,Infinity
D8,2,6,6,Infinity
F7,3,501,6,Infinity
D8,2,501,501,Infinity
F8,3,6,501,Infinity
D8,2,501,501,Infinity
F10,3,11,501,Infinity
D8,2,501,501,Infinity
F11,3,7,501,Infinity
D8,2,501,501,Infinity
F12,3,6,501,Infinity
D8,2,501,501,Infinity
F13,3,2,501,Infinity
D8,2,501,501,Infinity
G7,3,51,501,Infinity
D8,2,501,501,Infinity
G13,3,2,501,Infinity
D8,2,501,501,Infinity
H5,3,1,501,Infinity
D8,2,501,501,Infinity
H6,3,51,501,Infinity
D8,2,501,501,Infinity
H7,3,8,501,Infinity
D8,2,501,501,Infinity
H12,3,6,501,Infinity
D8,2,501,501,Infinity
H13,3,6,501,Infinity
D8,2,501,501,Infinity
I5,3,1,501,Infinity
D8,2,501,501,Infinity
I11,3,2,501,Infinity
D8,2,501,501,Infinity
I12,3,1,501,Infinity
D8,2,501,501,Infinity
J5,3,6,501,Infinity
D8,2,501,501,Infinity
J6,3,16,501,Infinity
D8,2,501,501,Infinity
J7,3,62,501,Infinity
D8,2,501,501,Infinity
J10,3,51,501,Infinity
D8,2,501,501,Infinity
J11,3,501,501,Infinity
D8,2,501,501,Infinity
K5,3,11,501,Infinity
D8,2,501,501,Infinity
K9,3,51,501,Infinity
D8,2,501,501,Infinity
K10,3,1,501,Infinity
D8,2,501,501,Infinity
L5,3,6,501,Infinity
D8,2,501,501,Infinity
L7,3,10011,501,Infinity
D8,2,10011,10011,Infinity
L8,3,6,10011,Infinity
D8,2,10011,10011,Infinity
L9,3,1,10011,Infinity
D8,2,10011,10011,Infinity
M5,3,1,10011,Infinity
D8,2,10011,10011,Infinity
M6,3,1,10011,Infinity
D8,2,10011,10011,Infinity
M7,3,1,10011,Infinity
D8,2,10011,10011,Infinity
K6,1,10011,-49505,10011
D9,2,-Infinity,-49505,10011
C8,3,1,-49505,10011
D9,2,1,1,10011
C9,3,1,1,10011
D9,2,1,1,10011
C10,3,1,1,10011
D9,2,1,1,10011
D8,3,6,1,10011
D9,2,6,6,10011
D10,3,6,6,10011
D9,2,6,6,10011
E8,3,6,6,10011
D9,2,6,6,10011
E10,3,6,6,10011
D9,2,6,6,10011
F7,3,501,6,10011
D9,2,501,501,10011
F8,3,6,501,10011
D9,2,501,501,10011
F10,3,12,501,10011
D9,2,501,501,10011
F11,3,7,501,10011
D9,2,501,501,10011
F12,3,6,501,10011
D9,2,501,501,10011
F13,3,2,501,10011
D9,2,501,501,10011
G7,3,51,501,10011
D9,2,501,501,10011
G13,3,2,501,10011
D9,2,501,501,10011
H5,3,1,501,10011
D9,2,501,501,10011
H6,3,51,501,10011
D9,2,501,501,10011
H7,3,8,501,10011
D9,2,501,501,10011
H12,3,6,501,10011
D9,2,501,501,10011
H13,3,6,501,10011
D9,2,501,501,10011
I5,3,1,501,10011
D9,2,501,501,10011
I11,3,2,501,10011
D9,2,501,501,10011
I12,3,1,501,10011
D9,2,501,501,10011
J5,3,6,501,10011
D9,2,501,501,10011
J6,3,16,501,10011
D9,2,501,501,10011
J7,3,62,501,10011
D9,2,501,501,10011
J10,3,51,501,10011
D9,2,501,501,10011
J11,3,501,501,10011
D9,2,501,501,10011
K5,3,11,501,10011
D9,2,501,501,10011
K9,3,51,501,10011
D9,2,501,501,10011
K10,3,1,501,10011
D9,2,501,501,10011
L5,3,6,501,10011
D9,2,501,501,10011
L7,3,10011,501,10011
D9,2,10011,501,10011
K6,1,10011,-49505,10011
D10,2,-Infinity,-49505,10011
C9,3,1,-49505,10011
D10,2,1,1,10011
C10,3,1,1,10011
D10,2,1,1,10011
C11,3,1,1,10011
D10,2,1,1,10011
D8,3,6,1,10011
D10,2,6,6,10011
D9,3,2,6,10011
D10,2,6,6,10011
D11,3,1,6,10011
D10,2,6,6,10011
E8,3,6,6,10011
D10,2,6,6,10011
E10,3,6,6,10011
D10,2,6,6,10011
E11,3,1,6,10011
D10,2,6,6,10011
F7,3,501,6,10011
D10,2,501,501,10011
F8,3,2,501,10011
D10,2,501,501,10011
F10,3,12,501,10011
D10,2,501,501,10011
F11,3,7,501,10011
D10,2,501,501,10011
F12,3,6,501,10011
D10,2,501,501,10011
F13,3,2,501,10011
D10,2,501,501,10011
G7,3,51,501,10011
D10,2,501,501,10011
G13,3,2,501,10011
D10,2,501,501,10011
H5,3,1,501,10011
D10,2,501,501,10011
H6,3,51,501,10011
D10,2,501,501,10011
H7,3,8,501,10011
D10,2,501,501,10011
H12,3,6,501,10011
D10,2,501,501,10011
H13,3,6,501,10011
D10,2,501,501,10011
I5,3,1,501,10011
D10,2,501,501,10011
I11,3,2,501,10011
D10,2,501,501,10011
I12,3,1,501,10011
D10,2,501,501,10011
J5,3,6,501,10011
D10,2,501,501,10011
J6,3,16,501,10011
D10,2,501,501,10011
J7,3,62,501,10011
D10,2,501,501,10011
J10,3,51,501,10011
D10,2,501,501,10011
J11,3,501,501,10011
D10,2,501,501,10011
K5,3,11,501,10011
D10,2,501,501,10011
K9,3,51,501,10011
D10,2,501,501,10011
K10,3,1,501,10011
D10,2,501,501,10011
L5,3,6,501,10011
D10,2,501,501,10011
L7,3,10011,501,10011
D10,2,10011,501,10011
K6,1,10011,-49505,10011
E8,2,-Infinity,-49505,10011
D7,3,0,-49505,10011
E8,2,0,0,10011
D8,3,5,0,10011
E8,2,5,5,10011
D9,3,1,5,10011
E8,2,5,5,10011
D10,3,5,5,10011
E8,2,5,5,10011
E7,3,0,5,10011
E8,2,5,5,10011
E10,3,1,5,10011
E8,2,5,5,10011
F7,3,500,5,10011
E8,2,500,500,10011
F8,3,5,500,10011
E8,2,500,500,10011
F10,3,11,500,10011
E8,2,500,500,10011
F11,3,6,500,10011
E8,2,500,500,10011
F12,3,5,500,10011
E8,2,500,500,10011
F13,3,1,500,10011
E8,2,500,500,10011
G7,3,50,500,10011
E8,2,500,500,10011
G13,3,1,500,10011
E8,2,500,500,10011
H5,3,0,500,10011
E8,2,500,500,10011
H6,3,50,500,10011
E8,2,500,500,10011
H7,3,7,500,10011
E8,2,500,500,10011
H12,3,5,500,10011
E8,2,500,500,10011
H13,3,5,500,10011
E8,2,500,500,10011
I5,3,0,500,10011
E8,2,500,500,10011
I11,3,1,500,10011
E8,2,500,500,10011
I12,3,0,500,10011
E8,2,500,500,10011
J5,3,5,500,10011
E8,2,500,500,10011
J6,3,15,500,10011
E8,2,500,500,10011
J7,3,61,500,10011
E8,2,500,500,10011
J10,3,50,500,10011
E8,2,500,500,10011
J11,3,500,500,10011
E8,2,500,500,10011
K5,3,10,500,10011
E8,2,500,500,10011
K9,3,50,500,10011
E8,2,500,500,10011
K10,3,0,500,10011
E8,2,500,500,10011
L5,3,5,500,10011
E8,2,500,500,10011
L7,3,10010,500,10011
E8,2,10010,10010,10011
L8,3,5,10010,10011
E8,2,10010,10010,10011
L9,3,0,10010,10011
E8,2,10010,10010,10011
M5,3,0,10010,10011
E8,2,10010,10010,10011
M6,3,0,10010,10011
E8,2,10010,10010,10011
M7,3,0,10010,10011
E8,2,10010,10010,10011
K6,1,10010,-49505,10010
E10,2,-Infinity,-49505,10010
D8,3,-44,-49505,10010
E10,2,-44,-44,10010
D9,3,-48,-44,10010
E10,2,-44,-44,10010
D10,3,-44,-44,10010
E10,2,-44,-44,10010
D11,3,451,-44,10010
E10,2,451,451,10010
E8,3,-48,451,10010
E10,2,451,451,10010
E11,3,-49,451,10010
E10,2,451,451,10010
F7,3,451,451,10010
E10,2,451,451,10010
F8,3,-44,451,10010
E10,2,451,451,10010
F10,3,-48,451,10010
E10,2,451,451,10010
F11,3,-47,451,10010
E10,2,451,451,10010
F12,3,-44,451,10010
E10,2,451,451,10010
F13,3,-48,451,10010
E10,2,451,451,10010
G7,3,1,451,10010
E10,2,451,451,10010
G13,3,-48,451,10010
E10,2,451,451,10010
H5,3,-49,451,10010
E10,2,451,451,10010
H6,3,1,451,10010
E10,2,451,451,10010
H7,3,458,451,10010
E10,2,458,458,10010
H12,3,-44,458,10010
E10,2,458,458,10010
H13,3,-44,458,10010
E10,2,458,458,10010
I5,3,-49,458,10010
E10,2,458,458,10010
I11,3,-48,458,10010
E10,2,458,458,10010
I12,3,-49,458,10010
E10,2,458,458,10010
J5,3,-44,458,10010
E10,2,458,458,10010
J6,3,-34,458,10010
E10,2,458,458,10010
J7,3,12,458,10010
E10,2,458,458,10010
J10,3,1,458,10010
E10,2,458,458,10010
J11,3,451,458,10010
E10,2,458,458,10010
K5,3,-39,458,10010
E10,2,458,458,10010
K9,3,1,458,10010
E10,2,458,458,10010
K10,3,-49,458,10010
E10,2,458,458,10010
L5,3,-44,458,10010
E10,2,458,458,10010
L7,3,9961,458,10010
E10,2,9961,9961,10010
L8,3,-44,9961,10010
E10,2,9961,9961,10010
L9,3,-49,9961,10010
E10,2,9961,9961,10010
M5,3,-49,9961,10010
E10,2,9961,9961,10010
M6,3,-49,9961,10010
E10,2,9961,9961,10010
M7,3,-49,9961,10010
E10,2,9961,9961,10010
K6,1,9961,-49505,9961
F7,2,-Infinity,-49505,9961
D8,3,-4994,-49505,9961
F7,2,-4994,-4994,9961
D9,3,-4998,-4994,9961
F7,2,-4994,-4994,9961
D10,3,-4994,-4994,9961
F7,2,-4994,-4994,9961
E6,3,-4999,-4994,9961
F7,2,-4994,-4994,9961
E7,3,-4999,-4994,9961
