Move,Depth,Value
D10,2,500
J5,3,0
D10,2,500
J6,3,15
D10,2,500
J7,3,52
D10,2,500
J10,3,50
D10,2,500
J11,3,505
D10,2,505
J12,3,5
D10,2,505
J13,3,1
D10,2,505
K5,3,0
D10,2,505
K6,3,1
D10,2,505
K9,3,50
D10,2,505
K10,3,0
D10,2,505
L5,3,0
D10,2,505
L7,3,10005
D10,2,10005
L8,3,5
D10,2,10005
L9,3,0
D10,2,10005
M5,3,0
D10,2,10005
M6,3,0
D10,2,10005
M7,3,0
D10,2,10005
I12,1,10005
E8,2,-Infinity
D7,3,-1
E8,2,-1
D8,3,4
E8,2,4
D9,3,0
E8,2,4
D10,3,4
E8,2,4
E7,3,-1
E8,2,4
E10,3,0
E8,2,4
F7,3,499
E8,2,499
F8,3,4
E8,2,499
F10,3,10
E8,2,499
F11,3,5
E8,2,499
F12,3,4
E8,2,499
F13,3,0
E8,2,499
G7,3,49
E8,2,499
G13,3,0
E8,2,499
H5,3,-1
E8,2,499
H6,3,49
E8,2,499
H7,3,6
E8,2,499
H12,3,49
E8,2,499
H13,3,9
E8,2,499
I5,3,-1
E8,2,499
I11,3,1
E8,2,499
I13,3,4
E8,2,499
J5,3,-1
E8,2,499
J6,3,14
E8,2,499
J7,3,51
E8,2,499
J10,3,49
E8,2,499
J11,3,504
E8,2,504
J12,3,4
E8,2,504
J13,3,0
E8,2,504
K5,3,-1
E8,2,504
K6,3,0
E8,2,504
K9,3,49
E8,2,504
K10,3,-1
E8,2,504
L5,3,-1
E8,2,504
L7,3,10004
E8,2,10004
L8,3,4
E8,2,10004
L9,3,-1
E8,2,10004
M5,3,-1
E8,2,10004
M6,3,-1
E8,2,10004
M7,3,-1
E8,2,10004
I12,1,10004
E10,2,-Infinity
D8,3,-45
E10,2,-45
D9,3,-49
E10,2,-45
D10,3,-45
E10,2,-45
D11,3,450
E10,2,450
E8,3,-49
E10,2,450
E11,3,-50
E10,2,450
F7,3,450
E10,2,450
F8,3,-45
E10,2,450
F10,3,-49
E10,2,450
F11,3,-48
E10,2,450
F12,3,-45
E10,2,450
F13,3,-49
E10,2,450
G7,3,0
E10,2,450
G13,3,-49
E10,2,450
H5,3,-50
E10,2,450
H6,3,0
E10,2,450
H7,3,457
E10,2,457
H12,3,0
E10,2,457
H13,3,-40
E10,2,457
I5,3,-50
E10,2,457
I11,3,-48
E10,2,457
I13,3,-45
E10,2,457
J5,3,-50
E10,2,457
J6,3,-35
E10,2,457
J7,3,2
E10,2,457
J10,3,0
E10,2,457
J11,3,455
E10,2,457
J12,3,-45
E10,2,457
J13,3,-49
E10,2,457
K5,3,-50
E10,2,457
K6,3,-49
E10,2,457
K9,3,0
E10,2,457
K10,3,-50
E10,2,457
L5,3,-50
E10,2,457
L7,3,9955
E10,2,9955
L8,3,-45
E10,2,9955
L9,3,-50
E10,2,9955
M5,3,-50
E10,2,9955
M6,3,-50
E10,2,9955
M7,3,-50
E10,2,9955
I12,1,9955
F7,2,-Infinity
D8,3,-4995
F7,2,-4995
D9,3,-4999
F7,2,-4995
D10,3,-4995
F7,2,-4995
E6,3,-5000
F7,2,-4995
E7,3,-5000
F7,2,-4995
E8,3,-4995
F7,2,-4995
E10,3,-4995
F7,2,-4995
F6,3,-5000
F7,2,-4995
F8,3,-4995
F7,2,-4995
F10,3,-4989
F7,2,-4989
F11,3,-4994
F7,2,-4989
F12,3,-4995
F7,2,-4989
F13,3,-4999
F7,2,-4989
G6,3,-5000
F7,2,-4989
G7,3,-4950
F7,2,-4950
G13,3,-4999
F7,2,-4950
H5,3,-5000
F7,2,-4950
H6,3,-4950
F7,2,-4950
H7,3,-4993
F7,2,-4950
H12,3,-4950
F7,2,-4950
H13,3,-4990
F7,2,-4950
I5,3,-5000
F7,2,-4950
I11,3,-4998
F7,2,-4950
I13,3,-4995
F7,2,-4950
J5,3,-5000
F7,2,-4950
J6,3,-4985
F7,2,-4950
J7,3,-4948
F7,2,-4948
J10,3,-4950
F7,2,-4948
J11,3,-4995
F7,2,-4948
J12,3,-4995
F7,2,-4948
J13,3,-4999
F7,2,-4948
K5,3,-5000
F7,2,-4948
K6,3,-4999
F7,2,-4948
K9,3,-4950
F7,2,-4948
K10,3,-5000
F7,2,-4948
L5,3,-5000
F7,2,-4948
L7,3,5005
F7,2,5005
L8,3,-4995
F7,2,5005
L9,3,-5000
F7,2,5005
M5,3,-5000
F7,2,5005
M6,3,-5000
F7,2,5005
M7,3,-5000
F7,2,5005
I12,1,5005
F8,2,-Infinity
D8,3,-2
F8,2,-2
D9,3,-6
F8,2,-2
D10,3,-6
F8,2,-2
E7,3,-7
F8,2,-2
E8,3,-2
F8,2,-2
E10,3,-2
F8,2,-2
F7,3,493
F8,2,493
F10,3,4
F8,2,493
F11,3,-1
F8,2,493
F12,3,-2
F8,2,493
F13,3,-6
F8,2,493
G7,3,43
F8,2,493
G13,3,-6
F8,2,493
H5,3,-7
F8,2,493
H6,3,43
F8,2,493
H7,3,0
F8,2,493
H12,3,43
F8,2,493
H13,3,3
F8,2,493
I5,3,-7
F8,2,493
I11,3,-5
F8,2,493
I13,3,-2
F8,2,493
J5,3,-7
F8,2,493
J6,3,8
F8,2,493
J7,3,45
F8,2,493
J10,3,43
F8,2,493
J11,3,498
F8,2,498
J12,3,-2
F8,2,498
J13,3,-6
F8,2,498
K5,3,-7
F8,2,498
K6,3,-6
F8,2,498
K9,3,43
F8,2,498
K10,3,-7
F8,2,498
L5,3,-7
F8,2,498
L7,3,9998
F8,2,9998
L8,3,-2
F8,2,9998
L9,3,-7
F8,2,9998
M5,3,-7
F8,2,9998
M6,3,-7
F8,2,9998
M7,3,-7
F8,2,9998
I12,1,5005
F10,2,-Infinity
D8,3,-6
F10,2,-6
D9,3,-6
F10,2,-6
D10,3,-2
F10,2,-2
E8,3,-2
F10,2,-2
E10,3,-2
F10,2,-2
E11,3,-7
F10,2,-2
F7,3,493
F10,2,493
F8,3,-2
F10,2,493
F11,3,-1
F10,2,493
F12,3,-2
F10,2,493
F13,3,-6
F10,2,493
G7,3,43
F10,2,493
G13,3,-6
F10,2,493
H5,3,-7
F10,2,493
H6,3,43
F10,2,493
H7,3,0
F10,2,493
H12,3,43
F10,2,493
H13,3,3
F10,2,493
I5,3,-7
F10,2,493
I11,3,-5
F10,2,493
I13,3,-2
F10,2,493
J5,3,-7
F10,2,493
J6,3,8
F10,2,493
J7,3,45
F10,2,493
J10,3,43
F10,2,493
J11,3,498
F10,2,498
J12,3,-2
F10,2,498
J13,3,-6
F10,2,498
K5,3,-7
F10,2,498
K6,3,-6
F10,2,498
K9,3,43
F10,2,498
K10,3,-7
F10,2,498
L5,3,-7
F10,2,498
L7,3,9998
F10,2,9998
L8,3,-2
F10,2,9998
L9,3,-7
F10,2,9998
M5,3,-7
F10,2,9998
M6,3,-7
F10,2,9998
M7,3,-7
F10,2,9998
I12,1,5005
F11,2,-Infinity
D8,3,-45
F11,2,-45
D9,3,-49
F11,2,-45
D10,3,-45
F11,2,-45
E8,3,-45
F11,2,-45
E10,3,-45
F11,2,-45
E11,3,450
F11,2,450
E12,3,-50
F11,2,450
F7,3,450
F11,2,450
F8,3,-45
F11,2,450
F10,3,-39
F11,2,450
F12,3,-45
F11,2,450
F13,3,-49
F11,2,450
G7,3,0
F11,2,450
G13,3,-49
F11,2,450
H5,3,-50
F11,2,450
H6,3,0
F11,2,450
H7,3,-43
F11,2,450
H12,3,0
F11,2,450
H13,3,-44
F11,2,450
I5,3,-50
F11,2,450
I11,3,452
F11,2,452
I13,3,-45
F11,2,452
J5,3,-50
F11,2,452
J6,3,-35
F11,2,452
J7,3,2
F11,2,452
J10,3,0
F11,2,452
J11,3,455
F11,2,455
J12,3,-45
F11,2,455
J13,3,-49
F11,2,455
K5,3,-50
F11,2,455
K6,3,-49
F11,2,455
K9,3,0
F11,2,455
K10,3,-50
F11,2,455
L5,3,-50
F11,2,455
L7,3,9955
F11,2,9955
L8,3,-45
F11,2,9955
L9,3,-50
F11,2,9955
M5,3,-50
F11,2,9955
M6,3,-50
F11,2,9955
M7,3,-50
F11,2,9955
I12,1,5005
F12,2,-Infinity
D8,3,4
F12,2,4
D9,3,0
F12,2,4
D10,3,4
F12,2,4
E8,3,4
F12,2,4
E10,3,4
F12,2,4
E11,3,-1
F12,2,4
E12,3,-1
F12,2,4
E13,3,-1
F12,2,4
F7,3,499
F12,2,499
F8,3,4
F12,2,499
F10,3,10
F12,2,499
F11,3,5
F12,2,499
F13,3,0
F12,2,499
G7,3,49
F12,2,499
G13,3,0
F12,2,499
H5,3,-1
F12,2,499
H6,3,49
F12,2,499
H7,3,6
F12,2,499
H12,3,9
F12,2,499
H13,3,9
F12,2,499
I5,3,-1
F12,2,499
I11,3,1
F12,2,499
I13,3,4
F12,2,499
J5,3,-1
F12,2,499
J6,3,14
F12,2,499
J7,3,51
F12,2,499
J10,3,49
F12,2,499
J11,3,504
F12,2,504
J12,3,4
F12,2,504
J13,3,0
F12,2,504
K5,3,-1
F12,2,504
K6,3,0
F12,2,504
K9,3,49
F12,2,504
K10,3,-1
F12,2,504
L5,3,-1
F12,2,504
L7,3,10004
F12,2,10004
L8,3,4
F12,2,10004
L9,3,-1
F12,2,10004
M5,3,-1
F12,2,10004
M6,3,-1
F12,2,10004
M7,3,-1
F12,2,10004
I12,1,5005
F13,2,-Infinity
D8,3,5
F13,2,5
D9,3,1
F13,2,5
D10,3,5
F13,2,5
E8,3,5
F13,2,5
E10,3,5
F13,2,5
E12,3,0
F13,2,5
E13,3,0
F13,2,5
E14,3,0
F13,2,5
F7,3,500
F13,2,500
F8,3,5
F13,2,500
F10,3,11
F13,2,500
F11,3,6
F13,2,500
F12,3,5
F13,2,500
F14,3,0
F13,2,500
G7,3,50
F13,2,500
G13,3,1
F13,2,500
G14,3,0
F13,2,500
H5,3,0
F13,2,500
H6,3,50
F13,2,500
H7,3,7
F13,2,500
H12,3,50
F13,2,500
H13,3,10
F13,2,500
I5,3,0
F13,2,500
I11,3,2
F13,2,500
I13,3,5
F13,2,500
J5,3,0
F13,2,500
J6,3,15
F13,2,500
J7,3,52
F13,2,500
J10,3,50
F13,2,500
J11,3,505
F13,2,505
J12,3,5
F13,2,505
J13,3,1
F13,2,505
K5,3,0
F13,2,505
K6,3,1
F13,2,505
K9,3,50
F13,2,505
K10,3,0
F13,2,505
L5,3,0
F13,2,505
L7,3,10005
F13,2,10005
L8,3,5
F13,2,10005
L9,3,0
F13,2,10005
M5,3,0
F13,2,10005
M6,3,0
F13,2,10005
M7,3,0
F13,2,10005
I12,1,5005
G7,2,-Infinity
D8,3,-5
G7,2,-5
D9,3,-9
G7,2,-5
D10,3,-5
G7,2,-5
E8,3,-5
G7,2,-5
E10,3,-5
G7,2,-5
F6,3,-10
G7,2,-5
F7,3,490
G7,2,490
F8,3,-9
G7,2,490
F10,3,1
G7,2,490
F11,3,-4
G7,2,490
F12,3,-5
G7,2,490
F13,3,-9
G7,2,490
G6,3,90
G7,2,490
G13,3,-9
G7,2,490
H5,3,-10
G7,2,490
H6,3,40
G7,2,490
H7,3,-7
G7,2,490
H12,3,40
G7,2,490
H13,3,0
G7,2,490
I5,3,-10
G7,2,490
I11,3,-8
G7,2,490
I13,3,-5
G7,2,490
J5,3,-10
G7,2,490
J6,3,5
G7,2,490
J7,3,42
G7,2,490
J10,3,0
G7,2,490
J11,3,495
G7,2,495
J12,3,-5
G7,2,495
J13,3,-9
G7,2,495
K5,3,-10
G7,2,495
K6,3,-9
G7,2,495
K9,3,40
G7,2,495
K10,3,-10
G7,2,495
L5,3,-10
G7,2,495
L7,3,9995
G7,2,9995
L8,3,-5
G7,2,9995
L9,3,-10
G7,2,9995
M5,3,-10
G7,2,9995
M6,3,-10
G7,2,9995
M7,3,-10
G7,2,9995
I12,1,5005
G13,2,-Infinity
D8,3,5
G13,2,5
D9,3,1
G13,2,5
D10,3,5
G13,2,5
E8,3,5
G13,2,5
E10,3,5
G13,2,5
F7,3,500
G13,2,500
F8,3,5
G13,2,500
F10,3,11
G13,2,500
F11,3,6
G13,2,500
F12,3,5
G13,2,500
F13,3,1
G13,2,500
F14,3,0
G13,2,500
G7,3,50
G13,2,500
G14,3,0
G13,2,500
H5,3,0
G13,2,500
H6,3,50
G13,2,500
H7,3,7
G13,2,500
H12,3,50
G13,2,500
H13,3,10
G13,2,500
H14,3,0
G13,2,500
I5,3,0
G13,2,500
I11,3,2
G13,2,500
I13,3,5
G13,2,500
J5,3,0
G13,2,500
J6,3,15
G13,2,500
J7,3,52
G13,2,500
J10,3,50
G13,2,500
J11,3,505
G13,2,505
J12,3,5
G13,2,505
J13,3,1
G13,2,505
K5,3,0
G13,2,505
K6,3,1
G13,2,505
K9,3,50
G13,2,505
K10,3,0
G13,2,505
L5,3,0
G13,2,505
L7,3,10005
G13,2,10005
L8,3,5
G13,2,10005
L9,3,0
G13,2,10005
M5,3,0
G13,2,10005
M6,3,0
G13,2,10005
M7,3,0
G13,2,10005
I12,1,5005
H5,2,-Infinity
D8,3,0
H5,2,0
D9,3,-4
H5,2,0
D10,3,0
H5,2,0
E8,3,0
H5,2,0
E10,3,0
H5,2,0
F7,3,495
H5,2,495
F8,3,0
H5,2,495
F10,3,6
H5,2,495
F11,3,1
H5,2,495
F12,3,0
H5,2,495
F13,3,-4
H5,2,495
G4,3,-5
H5,2,495
G5,3,-5
H5,2,495
G6,3,-5
H5,2,495
G7,3,45
H5,2,495
G13,3,-4
H5,2,495
H4,3,-5
H5,2,495
H6,3,45
H5,2,495
H7,3,2
H5,2,495
H12,3,45
H5,2,495
H13,3,5
H5,2,495
I4,3,-5
H5,2,495
I5,3,-5
H5,2,495
I11,3,-3
H5,2,495
I13,3,0
H5,2,495
J5,3,-5
H5,2,495
J6,3,10
H5,2,495
J7,3,47
H5,2,495
J10,3,45
H5,2,495
J11,3,500
H5,2,500
J12,3,0
H5,2,500
J13,3,-4
H5,2,500
K5,3,-5
H5,2,500
K6,3,-4
H5,2,500
K9,3,45
H5,2,500
K10,3,-5
H5,2,500
L5,3,-5
H5,2,500
L7,3,10000
H5,2,10000
L8,3,0
H5,2,10000
L9,3,-5
H5,2,10000
M5,3,-5
H5,2,10000
M6,3,-5
H5,2,10000
M7,3,-5
H5,2,10000
I12,1,5005
H6,2,-Infinity
D8,3,0
H6,2,0
D9,3,-4
H6,2,0
D10,3,0
H6,2,0
E8,3,0
H6,2,0
E10,3,0
H6,2,0
F7,3,495
H6,2,495
F8,3,0
H6,2,495
F10,3,6
H6,2,495
F11,3,1
H6,2,495
F12,3,0
H6,2,495
F13,3,-4
H6,2,495
G5,3,-5
H6,2,495
G6,3,-5
H6,2,495
G7,3,45
H6,2,495
G13,3,-4
H6,2,495
H5,3,-5
H6,2,495
H7,3,1
H6,2,495
H12,3,45
H6,2,495
H13,3,5
H6,2,495
I5,3,-5
H6,2,495
I11,3,-3
H6,2,495
I13,3,0
H6,2,495
J5,3,-5
H6,2,495
J6,3,10
H6,2,495
J7,3,47
H6,2,495
J10,3,45
H6,2,495
J11,3,500
H6,2,500
J12,3,0
H6,2,500
J13,3,-4
H6,2,500
K5,3,-5
H6,2,500
K6,3,-4
H6,2,500
K9,3,5
H6,2,500
K10,3,-5
H6,2,500
L5,3,-5
H6,2,500
L7,3,10000
H6,2,10000
L8,3,0
H6,2,10000
L9,3,-5
H6,2,10000
M5,3,-5
H6,2,10000
M6,3,-5
H6,2,10000
M7,3,-5
H6,2,10000
I12,1,5005
H7,2,-Infinity
D8,3,-4995
H7,2,-4995
D9,3,-4999
H7,2,-4995
D10,3,-4995
H7,2,-4995
E8,3,-4995
H7,2,-4995
E10,3,-4995
H7,2,-4995
F7,3,-4500
H7,2,-4500
F8,3,-4995
H7,2,-4500
F10,3,-4989
H7,2,-4500
F11,3,-4994
H7,2,-4500
F12,3,-4995
H7,2,-4500
F13,3,-4999
H7,2,-4500
G6,3,-5000
H7,2,-4500
G7,3,-4950
H7,2,-4500
G13,3,-4999
H7,2,-4500
H5,3,-5000
H7,2,-4500
H6,3,-4950
H7,2,-4500
H12,3,-4950
H7,2,-4500
H13,3,-4990
H7,2,-4500
I5,3,-5000
H7,2,-4500
I11,3,-4998
H7,2,-4500
I13,3,-4995
H7,2,-4500
J5,3,-5000
H7,2,-4500
J6,3,-4985
H7,2,-4500
J7,3,-4988
H7,2,-4500
J10,3,-4950
H7,2,-4500
J11,3,-4495
H7,2,-4495
J12,3,-4995
H7,2,-4495
J13,3,-4999
H7,2,-4495
K5,3,-5000
H7,2,-4495
K6,3,-4999
H7,2,-4495
K9,3,-4950
H7,2,-4495
K10,3,-5000
H7,2,-4495
L5,3,-5000
H7,2,-4495
L7,3,5005
H7,2,5005
L8,3,-4995
H7,2,5005
L9,3,-5000
H7,2,5005
M5,3,-5000
H7,2,5005
M6,3,-5000
H7,2,5005
M7,3,-5000
H7,2,5005
I12,1,5005
H12,2,-Infinity
D8,3,-1
H12,2,-1
D9,3,-5
H12,2,-1
D10,3,-1
H12,2,-1
E8,3,-1
H12,2,-1
E10,3,-1
H12,2,-1
F7,3,494
H12,2,494
F8,3,-1
H12,2,494
F10,3,5
H12,2,494
F11,3,0
H12,2,494
F12,3,-5
H12,2,494
F13,3,-5
H12,2,494
G7,3,44
H12,2,494
G13,3,-5
H12,2,494
H5,3,-6
H12,2,494
H6,3,44
H12,2,494
H7,3,1
H12,2,494
H13,3,4
H12,2,494
I5,3,-6
H12,2,494
I11,3,-4
H12,2,494
I13,3,-1
H12,2,494
J5,3,-6
H12,2,494
J6,3,9
H12,2,494
J7,3,46
H12,2,494
J10,3,44
H12,2,494
J11,3,499
H12,2,499
J12,3,-5
H12,2,499
J13,3,-5
H12,2,499
K5,3,-6
H12,2,499
K6,3,-5
H12,2,499
K9,3,44
H12,2,499
K10,3,-6
H12,2,499
L5,3,-6
H12,2,499
L7,3,9999
H12,2,9999
L8,3,-1
H12,2,9999
L9,3,-6
H12,2,9999
M5,3,-6
H12,2,9999
M6,3,-6
H12,2,9999
M7,3,-6
H12,2,9999
I12,1,5005
H13,2,-Infinity
D8,3,5
H13,2,5
D9,3,1
H13,2,5
D10,3,5
H13,2,5
E8,3,5
H13,2,5
E10,3,5
H13,2,5
F7,3,500
H13,2,500
F8,3,5
H13,2,500
F10,3,11
H13,2,500
F11,3,2
H13,2,500
F12,3,5
H13,2,500
F13,3,1
H13,2,500
G7,3,50
H13,2,500
G13,3,1
H13,2,500
G14,3,0
H13,2,500
H5,3,0
H13,2,500
H6,3,50
H13,2,500
H7,3,7
H13,2,500
H12,3,50
H13,2,500
H14,3,0
H13,2,500
I5,3,0
H13,2,500
I11,3,2
H13,2,500
I13,3,5
H13,2,500
I14,3,0
H13,2,500
J5,3,0
H13,2,500
J6,3,15
H13,2,500
J7,3,52
H13,2,500
J10,3,50
H13,2,500
J11,3,501
H13,2,501
J12,3,5
H13,2,501
J13,3,1
H13,2,501
K5,3,0
H13,2,501
K6,3,1
H13,2,501
K9,3,50
H13,2,501
K10,3,0
H13,2,501
L5,3,0
H13,2,501
L7,3,10005
H13,2,10005
L8,3,5
H13,2,10005
L9,3,0
H13,2,10005
M5,3,0
H13,2,10005
M6,3,0
H13,2,10005
M7,3,0
H13,2,10005
I12,1,5005
I5,2,-Infinity
D8,3,4
I5,2,4
D9,3,0
I5,2,4
D10,3,4
I5,2,4
E8,3,4
I5,2,4
E10,3,4
I5,2,4
F7,3,499
I5,2,499
F8,3,4
I5,2,499
F10,3,10
I5,2,499
F11,3,5
I5,2,499
F12,3,4
I5,2,499
F13,3,0
I5,2,499
G7,3,49
I5,2,499
G13,3,0
I5,2,499
H4,3,-1
I5,2,499
H5,3,-1
I5,2,499
H6,3,49
I5,2,499
H7,3,6
I5,2,499
H12,3,49
I5,2,499
H13,3,9
I5,2,499
I4,3,-1
I5,2,499
I11,3,1
I5,2,499
I13,3,4
I5,2,499
J4,3,-1
I5,2,499
J5,3,-1
I5,2,499
J6,3,10
I5,2,499
J7,3,51
I5,2,499
J10,3,49
I5,2,499
J11,3,504
I5,2,504
J12,3,4
I5,2,504
J13,3,0
I5,2,504
K5,3,-1
I5,2,504
K6,3,0
I5,2,504
K9,3,49
I5,2,504
K10,3,-1
I5,2,504
L5,3,-1
I5,2,504
L7,3,10004
I5,2,10004
L8,3,4
I5,2,10004
L9,3,-1
I5,2,10004
M5,3,-1
I5,2,10004
M6,3,-1
I5,2,10004
M7,3,-1
I5,2,10004
I12,1,5005
I11,2,-Infinity
D8,3,-45
I11,2,-45
D9,3,-49
I11,2,-45
D10,3,-45
I11,2,-45
E8,3,-45
I11,2,-45
E10,3,-45
I11,2,-45
F7,3,450
I11,2,450
F8,3,-45
I11,2,450
F10,3,-39
I11,2,450
F11,3,456
I11,2,456
F12,3,-45
I11,2,456
F13,3,-49
I11,2,456
G7,3,0
I11,2,456
G13,3,-49
I11,2,456
H5,3,-50
I11,2,456
H6,3,0
I11,2,456
H7,3,-43
I11,2,456
H12,3,0
I11,2,456
H13,3,-40
I11,2,456
I5,3,-50
I11,2,456
I13,3,-49
I11,2,456
J5,3,-50
I11,2,456
J6,3,-35
I11,2,456
J7,3,2
I11,2,456
J10,3,0
I11,2,456
J11,3,955
I11,2,955
J12,3,-45
I11,2,955
J13,3,-49
I11,2,955
K5,3,-50
I11,2,955
K6,3,-49
I11,2,955
K9,3,0
I11,2,955
K10,3,-50
I11,2,955
L5,3,-50
I11,2,955
L7,3,9955
I11,2,9955
L8,3,-45
I11,2,9955
L9,3,-50
I11,2,9955
M5,3,-50
I11,2,9955
M6,3,-50
I11,2,9955
M7,3,-50
I11,2,9955
I12,1,5005
I13,2,-Infinity
D8,3,5
I13,2,5
D9,3,1
I13,2,5
D10,3,5
I13,2,5
E8,3,5
I13,2,5
E10,3,5
I13,2,5
F7,3,500
I13,2,500
F8,3,5
I13,2,500
F10,3,11
I13,2,500
F11,3,6
I13,2,500
F12,3,5
I13,2,500
F13,3,1
I13,2,500
G7,3,50
I13,2,500
G13,3,1
I13,2,500
H5,3,0
I13,2,500
H6,3,50
I13,2,500
H7,3,7
I13,2,500
H12,3,50
I13,2,500
H13,3,10
I13,2,500
H14,3,0
I13,2,500
I5,3,0
I13,2,500
I11,3,1
I13,2,500
I14,3,0
I13,2,500
J5,3,0
I13,2,500
J6,3,15
I13,2,500
J7,3,52
I13,2,500
J10,3,50
I13,2,500
J11,3,505
I13,2,505
J12,3,5
I13,2,505
J13,3,1
I13,2,505
J14,3,0
I13,2,505
K5,3,0
I13,2,505
K6,3,1
I13,2,505
K9,3,50
I13,2,505
K10,3,0
I13,2,505
L5,3,0
I13,2,505
L7,3,10005
I13,2,10005
L8,3,5
I13,2,10005
L9,3,0
I13,2,10005
M5,3,0
I13,2,10005
M6,3,0
I13,2,10005
M7,3,0
I13,2,10005
I12,1,5005
J5,2,-Infinity
D8,3,0
J5,2,0
D9,3,-4
J5,2,0
D10,3,0
J5,2,0
E8,3,0
J5,2,0
E10,3,0
J5,2,0
F7,3,495
J5,2,495
F8,3,0
J5,2,495
F10,3,6
J5,2,495
F11,3,1
J5,2,495
F12,3,0
J5,2,495
F13,3,-4
J5,2,495
G7,3,45
J5,2,495
G13,3,-4
J5,2,495
H5,3,-5
J5,2,495
H6,3,45
J5,2,495
H7,3,2
J5,2,495
H12,3,45
J5,2,495
H13,3,5
J5,2,495
I4,3,-5
J5,2,495
I5,3,-5
J5,2,495
I11,3,-3
J5,2,495
I13,3,0
J5,2,495
J4,3,-5
J5,2,495
J6,3,10
J5,2,495
J7,3,47
J5,2,495
J10,3,45
J5,2,495
J11,3,500
J5,2,500
J12,3,0
J5,2,500
J13,3,-4
J5,2,500
K4,3,-5
J5,2,500
K5,3,-5
J5,2,500
K6,3,-4
J5,2,500
K9,3,45
J5,2,500
K10,3,-5
J5,2,500
L5,3,-5
J5,2,500
L7,3,10000
J5,2,10000
L8,3,0
J5,2,10000
L9,3,-5
J5,2,10000
M5,3,-5
J5,2,10000
M6,3,-5
J5,2,10000
M7,3,-5
J5,2,10000
I12,1,5005
J6,2,-Infinity
D8,3,0
J6,2,0
D9,3,-4
J6,2,0
D10,3,0
J6,2,0
E8,3,0
J6,2,0
E10,3,0
J6,2,0
F7,3,495
J6,2,495
F8,3,0
J6,2,495
F10,3,6
J6,2,495
F11,3,1
J6,2,495
F12,3,0
J6,2,495
F13,3,-4
J6,2,495
G7,3,45
J6,2,495
G13,3,-4
J6,2,495
H5,3,-5
J6,2,495
H6,3,45
J6,2,495
H7,3,2
J6,2,495
H12,3,45
J6,2,495
H13,3,5
J6,2,495
I5,3,-5
J6,2,495
I11,3,-3
J6,2,495
I13,3,0
J6,2,495
J5,3,-5
J6,2,495
J7,3,46
J6,2,495
J10,3,45
J6,2,495
J11,3,500
J6,2,500
J12,3,0
J6,2,500
J13,3,-4
J6,2,500
K5,3,-5
J6,2,500
K6,3,-4
J6,2,500
K9,3,45
J6,2,500
K10,3,-5
J6,2,500
L5,3,-5
J6,2,500
L7,3,10000
J6,2,10000
L8,3,-4
J6,2,10000
L9,3,-5
J6,2,10000
M5,3,-5
J6,2,10000
M6,3,-5
J6,2,10000
M7,3,-5
J6,2,10000
I12,1,5005
J7,2,-Infinity
D8,3,-45
J7,2,-45
D9,3,-49
J7,2,-45
D10,3,-45
J7,2,-45
E8,3,-45
J7,2,-45
E10,3,-45
J7,2,-45
F7,3,450
J7,2,450
F8,3,-45
J7,2,450
F10,3,-39
J7,2,450
F11,3,-44
J7,2,450
F12,3,-45
J7,2,450
F13,3,-49
J7,2,450
G7,3,0
J7,2,450
G13,3,-49
J7,2,450
H5,3,450
J7,2,450
H6,3,0
J7,2,450
H7,3,-47
J7,2,450
H12,3,0
J7,2,450
H13,3,-40
J7,2,450
I5,3,-50
J7,2,450
I11,3,-48
J7,2,450
I13,3,-45
J7,2,450
J5,3,-50
J7,2,450
J6,3,-35
J7,2,450
J10,3,0
J7,2,450
J11,3,455
J7,2,455
J12,3,-45
J7,2,455
J13,3,-49
J7,2,455
K5,3,-50
J7,2,455
K6,3,-49
J7,2,455
K9,3,0
J7,2,455
K10,3,-50
J7,2,455
L5,3,-50
J7,2,455
L7,3,9951
J7,2,9951
L8,3,-45
J7,2,9951
L9,3,450
J7,2,9951
M5,3,-50
J7,2,9951
M6,3,-50
J7,2,9951
M7,3,-50
J7,2,9951
I12,1,5005
J10,2,-Infinity
D8,3,3
J10,2,3
D9,3,-1
J10,2,3
D10,3,3
J10,2,3
E8,3,3
J10,2,3
E10,3,3
J10,2,3
F7,3,498
J10,2,498
F8,3,3
J10,2,498
F10,3,9
J10,2,498
F11,3,4
J10,2,498
F12,3,3
J10,2,498
F13,3,-1
J10,2,498
G7,3,8
J10,2,498
G13,3,-1
J10,2,498
H5,3,-2
J10,2,498
H6,3,48
J10,2,498
H7,3,5
J10,2,498
H12,3,48
J10,2,498
H13,3,8
J10,2,498
I5,3,-2
J10,2,498
I11,3,0
J10,2,498
I13,3,3
J10,2,498
J5,3,-2
J10,2,498
J6,3,13
J10,2,498
J7,3,50
J10,2,498
J11,3,503
J10,2,503
J12,3,3
J10,2,503
J13,3,-1
J10,2,503
K5,3,-2
J10,2,503
K6,3,-1
J10,2,503
K9,3,48
J10,2,503
K10,3,-2
J10,2,503
K11,3,-2
J10,2,503
L5,3,-2
J10,2,503
L7,3,10003
J10,2,10003
L8,3,3
J10,2,10003
L9,3,-2
J10,2,10003
M5,3,-2
J10,2,10003
M6,3,-2
J10,2,10003
M7,3,-2
J10,2,10003
I12,1,5005
J11,2,-Infinity
D8,3,-4995
J11,2,-4995
D9,3,-4999
J11,2,-4995
D10,3,-4995
J11,2,-4995
E8,3,-4995
J11,2,-4995
E10,3,-4995
J11,2,-4995
F7,3,-5000
